distance,track,age,jockey,trainer,speed_rating,odds,pp_start,speed1,speed2,speedf,pp_finish,winloss
500.0,0,4,122587,6363,87,3.0,2,57.78,58.9,57.78,4,0
500.0,0,3,99161,780,89,7.1,5,57.43,58.54,57.89,2,1
500.0,0,4,122644,789,78,18.0,8,56.0,57.74,57.32,6,0
500.0,0,3,123440,1710,72,56.0,7,55.96,57.72,57.01,7,0
500.0,0,5,135108,21586,90,5.6,1,57.82,58.92,57.94,1,1
500.0,0,3,160005,1271,85,3.2,3,57.26,58.36,57.71,5,0
500.0,0,3,3752,3794,61,19.9,6,57.22,57.92,56.4,8,0
700.0,1,4,160005,6363,89,18.4,6,57.97,58.35,54.79,2,1
700.0,1,3,152588,1626,88,8.8,4,58.15,58.17,54.77,3,1
700.0,1,4,163211,94,73,37.3,8,57.9,57.64,54.01,8,0
700.0,1,5,102032,218233,85,23.6,5,57.01,57.46,54.62,5,0
700.0,1,4,1770,83,88,5.9,7,57.37,57.73,54.76,4,0
700.0,1,5,114312,190204,83,39.1,1,57.94,57.99,54.49,6,0
700.0,1,4,1811,1150,104,0.5,2,58.9,58.61,55.59,1,1
700.0,1,3,135108,453,74,6.2,3,58.87,58.53,54.06,7,0
800.0,0,2,152588,1493,96,2.0,2,59.3,57.02,55.27,1,1
800.0,0,2,1811,126,52,20.7,6,55.63,54.44,53.05,8,0
800.0,0,2,15722,272417,51,27.7,9,57.25,55.24,52.98,9,0
800.0,0,2,3752,120430,43,27.6,1,59.26,57.0,52.59,10,0
800.0,0,2,153873,12068,71,11.8,4,58.69,56.64,54.01,5,0
800.0,0,2,102032,94,88,2.5,8,59.08,56.81,54.85,2,1
800.0,0,2,162748,149624,65,29.4,10,55.45,54.46,53.72,6,0
800.0,0,2,122644,1127,61,17.8,7,57.07,55.07,53.49,7,0
800.0,0,2,74725,252990,86,6.9,5,58.51,56.62,54.74,3,1
800.0,0,2,163211,252990,82,4.7,3,58.72,56.83,54.56,4,0
850.0,1,4,502,37522,89,18.8,5,51.41,53.68,52.98,3,1
850.0,1,4,1770,835,104,0.1,3,56.77,56.41,53.74,1,1
850.0,1,4,152588,137497,104,8.2,1,54.16,54.7,53.7,2,1
850.0,1,6,122644,1626,81,24.1,2,54.19,54.96,52.6,5,0
850.0,1,4,74725,1626,84,7.1,4,56.26,56.15,52.74,4,0
600.0,1,2,1770,83,97,0.8,7,58.41,56.97,55.72,1,1
600.0,1,2,102032,6363,10,41.7,8,58.38,56.07,51.3,10,0
600.0,1,2,163211,835,57,27.5,9,58.2,56.42,53.66,7,0
600.0,1,2,134563,15262,51,95.8,2,57.83,55.38,53.38,8,0
600.0,1,2,122644,963516,11,13.5,6,59.86,56.76,51.35,9,0
600.0,1,2,152588,835,75,8.7,5,57.43,55.9,54.56,5,0
600.0,1,2,74725,1257,65,24.9,1,59.68,57.14,54.09,6,0
600.0,1,2,153873,37522,88,61.1,10,57.8,56.78,55.24,2,1
600.0,1,2,122587,6363,85,3.8,3,58.01,56.8,55.07,4,0
600.0,1,2,502,15262,86,5.6,4,56.71,56.24,55.12,3,1
850.0,0,4,113484,277836,102,21.4,9,55.14,54.7,55.25,7,0
850.0,0,5,160005,2194,108,17.8,5,56.05,55.16,55.53,1,1
850.0,0,4,74725,1257,104,7.0,1,57.12,55.92,55.37,4,0
850.0,0,4,1770,277836,103,4.3,7,55.7,55.06,55.33,5,0
850.0,0,3,102369,149624,87,68.1,2,56.6,55.41,54.5,11,0
850.0,0,5,1811,531,104,5.3,8,54.97,54.51,55.38,3,1
850.0,0,4,1339,94,106,3.8,3,56.25,55.33,55.43,2,1
850.0,0,5,152588,137497,103,3.1,11,54.45,54.26,55.3,6,0
850.0,0,6,163211,1257,98,18.8,6,55.18,54.72,55.07,8,0
850.0,0,5,135108,94,97,26.7,4,56.08,55.07,54.99,10,0
850.0,0,4,102032,3462,97,14.2,10,54.63,54.53,55.01,9,0
700.0,1,3,135108,277836,49,6.8,7,56.34,56.96,52.75,7,0
700.0,1,3,1339,244311,86,3.5,6,56.16,56.7,54.61,3,1
700.0,1,3,152588,835,52,12.3,1,58.89,57.61,52.92,6,0
700.0,1,3,122644,26392,78,2.5,5,57.09,56.98,54.21,4,0
700.0,1,3,136123,804,75,33.2,2,59.25,57.78,54.09,5,0
700.0,1,3,102032,1709,92,3.5,4,57.63,57.26,54.93,2,1
700.0,1,3,74725,277836,99,3.2,3,57.06,56.99,55.26,1,1
800.0,0,4,102032,3794,102,8.4,8,56.99,57.11,55.63,3,1
800.0,0,3,74725,3462,106,5.0,4,58.83,57.49,55.82,1,1
800.0,0,3,163211,38135,92,57.6,10,54.29,55.36,55.12,7,0
800.0,0,4,122587,114762,104,3.0,5,57.89,57.13,55.74,2,1
800.0,0,5,99161,1392,94,109.1,9,55.55,56.41,55.2,5,0
800.0,0,3,153873,1626,93,18.6,1,59.41,57.76,55.16,6,0
800.0,0,3,160005,135700,89,78.0,7,57.17,57.02,54.99,8,0
800.0,0,4,114312,115616,74,54.4,11,59.23,57.67,54.21,12,0
800.0,0,3,152588,1127,84,4.0,3,58.47,57.14,54.69,11,0
800.0,0,5,502,804,94,9.1,12,53.75,54.92,55.24,4,0
800.0,0,3,122644,26392,89,8.7,6,58.43,57.32,54.95,9,0
800.0,0,4,135108,2194,86,5.3,2,58.87,57.41,54.82,10,0
